editid,editor,oldrevisionid,newrevisionid,diffurl,edittime,editcomment,articleid,articletitle,editid_1,class
37279,119.154.7.112,310221132,326985299,http://en.wikipedia.org/w/index.php?diff=326985299&oldid=310221132,2009-11-20T20:11:14Z,MALIK ABUBAKAR S/O MALIK ASGHAR ARRAR.......,14558171,"Arra, Pakistan",37279,vandalism
37295,173.77.107.131,326958247,327594118,http://en.wikipedia.org/w/index.php?diff=327594118&oldid=326958247,2009-11-24T02:57:26Z,/* History */,471315,Inari Okami,37295,vandalism
37298,Smoshrocks,328662897,328663084,http://en.wikipedia.org/w/index.php?diff=328663084&oldid=328662897,2009-11-29T21:31:58Z,/* Track listing */,23780861,My World (EP),37298,vandalism
37315,122.164.141.127,297916703,328789975,http://en.wikipedia.org/w/index.php?diff=328789975&oldid=297916703,2009-11-30T12:39:12Z,/* Relation to measures */,1855811,Volume form,37315,vandalism
37324,Yetiman223,327428254,328260006,http://en.wikipedia.org/w/index.php?diff=328260006&oldid=327428254,2009-11-27T20:28:23Z,null,299734,Matt LeBlanc,37324,vandalism
37325,74.39.233.253,328453080,329281072,http://en.wikipedia.org/w/index.php?diff=329281072&oldid=328453080,2009-12-02T18:09:10Z,/* Service */,3637884,9th Illinois Mounted Infantry regiment,37325,vandalism
37334,67.161.197.79,329919234,329919240,http://en.wikipedia.org/w/index.php?diff=329919240&oldid=329919234,2009-12-05T19:42:23Z,[[WP:AES|←]]Replaced content with dshfasiurlawuerj;adfpaoifdfioa asdofjiasdfopase9rm aqwerksdfias[df jsdkl;trweutr fdsj;sdriasd fieopramdjfwerm viefdfas dfiwer asdfiasefkasdf asrjia...,8752878,Bipolar disorder in children,37334,vandalism
37341,74.66.30.172,325697974,326804391,http://en.wikipedia.org/w/index.php?diff=326804391&oldid=325697974,2009-11-19T21:29:51Z,/* Variants */,695808,Walther WA 2000,37341,vandalism
37358,210.212.253.226,300405935,329212861,http://en.wikipedia.org/w/index.php?diff=329212861&oldid=300405935,2009-12-02T09:00:37Z,null,21430056,GloMoSim,37358,vandalism
37367,138.210.217.142,326851709,326851851,http://en.wikipedia.org/w/index.php?diff=326851851&oldid=326851709,2009-11-20T02:11:08Z,/* T */,166451,List of occupations,37367,vandalism
37379,173.79.146.174,327211455,327383898,http://en.wikipedia.org/w/index.php?diff=327383898&oldid=327211455,2009-11-23T00:49:41Z,null,24700094,Jerome Is the New Black,37379,vandalism
37392,86.21.160.83,329091665,329097521,http://en.wikipedia.org/w/index.php?diff=329097521&oldid=329091665,2009-12-01T20:01:28Z,/* Mission in Georgia */,42411,John Wesley,37392,vandalism
37407,74.98.199.189,329129075,329131473,http://en.wikipedia.org/w/index.php?diff=329131473&oldid=329129075,2009-12-01T22:57:23Z,/* December 2009 */,20901854,Deaths in 2009,37407,vandalism
37410,90.212.131.37,327273155,327288534,http://en.wikipedia.org/w/index.php?diff=327288534&oldid=327273155,2009-11-22T14:09:05Z,null,578510,Republic of Ireland national football team,37410,vandalism
37445,216.124.192.13,328836689,328851342,http://en.wikipedia.org/w/index.php?diff=328851342&oldid=328836689,2009-11-30T18:55:51Z,/* Economic development */,57638,Santo Domingo,37445,vandalism
37451,63.228.192.132,327481296,327504876,http://en.wikipedia.org/w/index.php?diff=327504876&oldid=327481296,2009-11-23T17:42:42Z,/* History leading to creation of the BCS */,391478,Bowl Championship Series,37451,vandalism
37463,85.210.190.32,327606962,327721582,http://en.wikipedia.org/w/index.php?diff=327721582&oldid=327606962,2009-11-24T20:02:51Z,null,2486189,Dollar Academy,37463,vandalism
37509,Palmeira,328707553,328795595,http://en.wikipedia.org/w/index.php?diff=328795595&oldid=328707553,2009-11-30T13:18:40Z,"[[WP:UNDO|Undid]] revision 328707553 by [[Special:Contributions/173.69.170.208|173.69.170.208]] ([[User talk:173.69.170.208|talk]]) booms is correct, not bombs, with regard to AS nets & net tender",13422946,Seacoast defense in the United States,37509,vandalism
37524,98.224.135.136,329147865,329148435,http://en.wikipedia.org/w/index.php?diff=329148435&oldid=329147865,2009-12-02T00:40:36Z,/* Legal tender */,101846,Canadian dollar,37524,vandalism
37544,71.218.130.247,327961620,327962122,http://en.wikipedia.org/w/index.php?diff=327962122&oldid=327961620,2009-11-26T00:56:51Z,/* Species known from bones only */,204174,Anatidae,37544,vandalism
37550,173.57.124.66,324256273,327719790,http://en.wikipedia.org/w/index.php?diff=327719790&oldid=324256273,2009-11-24T19:52:20Z,/* People */,1684502,Crosby,37550,vandalism
37559,77.99.1.127,328346495,328819675,http://en.wikipedia.org/w/index.php?diff=328819675&oldid=328346495,2009-11-30T16:09:19Z,/* Sweet */,46877,Shortcrust pastry,37559,vandalism
37561,75.173.64.139,327292251,327402576,http://en.wikipedia.org/w/index.php?diff=327402576&oldid=327292251,2009-11-23T03:02:50Z,/* Personal life */,67404,Steven Seagal,37561,vandalism
37615,Applecore91,327107057,327107211,http://en.wikipedia.org/w/index.php?diff=327107211&oldid=327107057,2009-11-21T13:23:52Z,null,18969769,CP violation,37615,vandalism
37689,68.80.160.63,326287055,327911033,http://en.wikipedia.org/w/index.php?diff=327911033&oldid=326287055,2009-11-25T19:34:13Z,/* Geography */,93430,"Salem County, New Jersey",37689,vandalism
37702,24.217.91.29,327806116,327875579,http://en.wikipedia.org/w/index.php?diff=327875579&oldid=327806116,2009-11-25T15:40:09Z,null,13855,Halloween,37702,vandalism
37727,74.105.227.201,327575798,327576157,http://en.wikipedia.org/w/index.php?diff=327576157&oldid=327575798,2009-11-24T00:57:17Z,/* Tom the Tinker */,143541,Whiskey Rebellion,37727,vandalism
37771,Choose a username password,327648230,327679367,http://en.wikipedia.org/w/index.php?diff=327679367&oldid=327648230,2009-11-24T15:40:48Z,[[WP:UNDO|Undid]] revision 327632700 by [[Special:Contributions/ClubOranje|ClubOranje]] ([[User talk:ClubOranje|talk]])rvv,21207499,Jack Swagger,37771,vandalism
37779,193.1.40.28,329458376,329458667,http://en.wikipedia.org/w/index.php?diff=329458667&oldid=329458376,2009-12-03T14:25:09Z,null,2440698,Cootehill,37779,vandalism
37798,75.90.9.227,326026528,327558087,http://en.wikipedia.org/w/index.php?diff=327558087&oldid=326026528,2009-11-23T23:01:36Z,/* Career */,674914,Jonathan Jackson (actor),37798,vandalism
37860,90.203.28.246,327502641,327513993,http://en.wikipedia.org/w/index.php?diff=327513993&oldid=327502641,2009-11-23T18:42:00Z,null,22878898,Memoirs of an Imperfect Angel,37860,vandalism
37895,92.23.96.189,330087571,330102187,http://en.wikipedia.org/w/index.php?diff=330102187&oldid=330087571,2009-12-06T19:15:21Z,/* New features */,16361229,Mass Effect 2,37895,vandalism
37903,216.109.37.53,327529860,327668971,http://en.wikipedia.org/w/index.php?diff=327668971&oldid=327529860,2009-11-24T14:27:32Z,/* Membership */,60589,Grand Ole Opry,37903,vandalism
37940,122.172.36.67,326313204,327314828,http://en.wikipedia.org/w/index.php?diff=327314828&oldid=326313204,2009-11-22T17:30:36Z,/* Operation Banner - Northern Ireland */,364721,Parachute Regiment (United Kingdom),37940,vandalism
37942,209.167.235.33,326586128,327699839,http://en.wikipedia.org/w/index.php?diff=327699839&oldid=326586128,2009-11-24T17:48:01Z,/* Life in New France */,267573,Étienne Brûlé,37942,vandalism
37979,67.58.128.143,327384098,327604520,http://en.wikipedia.org/w/index.php?diff=327604520&oldid=327384098,2009-11-24T04:14:54Z,/* Early life */,16941021,Wolf Hudson,37979,vandalism
38005,99.58.166.27,324341991,327802431,http://en.wikipedia.org/w/index.php?diff=327802431&oldid=324341991,2009-11-25T04:13:06Z,null,1036025,House of Flying Daggers,38005,vandalism
38079,148.160.250.8,328441113,329210787,http://en.wikipedia.org/w/index.php?diff=329210787&oldid=328441113,2009-12-02T08:38:24Z,/* Ecology */,1163405,Amur Leopard,38079,vandalism
38099,89.80.162.186,327397521,327397752,http://en.wikipedia.org/w/index.php?diff=327397752&oldid=327397521,2009-11-23T02:27:33Z,null,520309,Law and Justice,38099,vandalism
38134,71.160.20.145,329081969,329144987,http://en.wikipedia.org/w/index.php?diff=329144987&oldid=329081969,2009-12-02T00:18:33Z,/* See also */,21347657,Authoritarianism,38134,vandalism
38196,69.141.120.244,327783112,327783177,http://en.wikipedia.org/w/index.php?diff=327783177&oldid=327783112,2009-11-25T01:50:26Z,/* Personal life */,162964,John Stamos,38196,vandalism
38207,172.163.24.227,328901353,329523083,http://en.wikipedia.org/w/index.php?diff=329523083&oldid=328901353,2009-12-03T20:22:39Z,null,1616608,IQue,38207,vandalism
38216,137.118.229.86,329223862,329523608,http://en.wikipedia.org/w/index.php?diff=329523608&oldid=329223862,2009-12-03T20:25:15Z,null,32173,United States Military Academy,38216,vandalism
38225,99.241.95.201,329475924,329515640,http://en.wikipedia.org/w/index.php?diff=329515640&oldid=329475924,2009-12-03T19:44:04Z,/* Effects */,47628,Bomb,38225,vandalism
38231,99.141.99.243,323119262,328292538,http://en.wikipedia.org/w/index.php?diff=328292538&oldid=323119262,2009-11-28T00:23:02Z,/* Black Warrior */,23603611,Black Warrior (wrestler),38231,vandalism
38244,68.42.98.168,329959392,329961396,http://en.wikipedia.org/w/index.php?diff=329961396&oldid=329959392,2009-12-05T23:55:50Z,[[WP:UNDO|Undid]] revision 329959392 by [[Special:Contributions/Arpegium|Arpegium]] ([[User talk:Arpegium|talk]]),29773,Tennis,38244,vandalism
38246,Wally Byrne,326922131,326922218,http://en.wikipedia.org/w/index.php?diff=326922218&oldid=326922131,2009-11-20T13:14:04Z,/* References */,9403596,John Delaney (football administrator),38246,vandalism
38251,Mesnel,328496343,328496689,http://en.wikipedia.org/w/index.php?diff=328496689&oldid=328496343,2009-11-29T01:56:01Z,/* Coaching staff */,23096432,FC Barcelona season 2009–10,38251,vandalism
38256,79.97.43.149,328397498,329083540,http://en.wikipedia.org/w/index.php?diff=329083540&oldid=328397498,2009-12-01T18:48:34Z,added one shop that was missing,2106722,Kilcoole,38256,vandalism
38282,78.101.57.14,329681900,329683076,http://en.wikipedia.org/w/index.php?diff=329683076&oldid=329681900,2009-12-04T16:09:05Z,/* G-Dragon (GD) */,6207376,Big Bang (band),38282,vandalism
38289,76.71.146.77,327585304,327629865,http://en.wikipedia.org/w/index.php?diff=327629865&oldid=327585304,2009-11-24T08:16:50Z,/* After Pittsburgh */,1169451,Bill Cowher,38289,vandalism
38315,66.18.53.22,328304204,328304425,http://en.wikipedia.org/w/index.php?diff=328304425&oldid=328304204,2009-11-28T01:52:16Z,/* Other characters */,1214652,Oobi (TV series),38315,vandalism
38327,203.131.181.219,327825005,327825188,http://en.wikipedia.org/w/index.php?diff=327825188&oldid=327825005,2009-11-25T07:39:23Z,/* Plot */,9513043,You Dont Mess with the Zohan,38327,vandalism
38337,206.210.103.149,324399590,327245350,http://en.wikipedia.org/w/index.php?diff=327245350&oldid=324399590,2009-11-22T06:23:03Z,null,3716979,Darrick Martin,38337,vandalism
38339,98.253.55.196,328541892,328542041,http://en.wikipedia.org/w/index.php?diff=328542041&oldid=328541892,2009-11-29T07:20:51Z,/* Academics */,10589709,Princeton High School (Illinois),38339,vandalism
38348,82.42.26.35,329148917,329310414,http://en.wikipedia.org/w/index.php?diff=329310414&oldid=329148917,2009-12-02T21:05:16Z,null,18011919,Life (BBC TV series),38348,vandalism
38351,98.16.74.154,328121356,328121403,http://en.wikipedia.org/w/index.php?diff=328121403&oldid=328121356,2009-11-27T00:05:51Z,null,14299,Ham,38351,vandalism
38380,63.209.225.90,329322552,329557963,http://en.wikipedia.org/w/index.php?diff=329557963&oldid=329322552,2009-12-03T23:08:19Z,/* Closed form expression */,10918,Fibonacci number,38380,vandalism
38388,70.181.22.22,323985856,329261098,http://en.wikipedia.org/w/index.php?diff=329261098&oldid=323985856,2009-12-02T16:10:38Z,null,1250793,Fort Frederica National Monument,38388,vandalism
38445,194.143.154.97,326498477,327636838,http://en.wikipedia.org/w/index.php?diff=327636838&oldid=326498477,2009-11-24T09:29:35Z,/* Sets */,7049188,Lego Star Wars,38445,vandalism
38455,98.223.245.124,327657886,329173737,http://en.wikipedia.org/w/index.php?diff=329173737&oldid=327657886,2009-12-02T03:22:23Z,/* Biography */,7173729,Benjamin Burnley,38455,vandalism
38460,207.190.166.3,329250225,329250439,http://en.wikipedia.org/w/index.php?diff=329250439&oldid=329250225,2009-12-02T14:33:59Z,null,1217166,Yellow perch,38460,vandalism
38519,220.253.12.204,328758048,328760988,http://en.wikipedia.org/w/index.php?diff=328760988&oldid=328758048,2009-11-30T08:21:21Z,[[WP:UNDO|Undid]] revision 328758048 by [[Special:Contributions/Marcinjeske|Marcinjeske]] ([[User talk:Marcinjeske|talk]]),8687,Detroit,38519,vandalism
38527,71.11.238.186,329727759,329729537,http://en.wikipedia.org/w/index.php?diff=329729537&oldid=329727759,2009-12-04T20:26:38Z,null,341369,Clay Aiken,38527,vandalism
38554,207.236.151.99,323755580,327498987,http://en.wikipedia.org/w/index.php?diff=327498987&oldid=323755580,2009-11-23T17:04:39Z,null,8731760,Anwar Stewart,38554,vandalism
38556,129.22.38.206,326566765,327142864,http://en.wikipedia.org/w/index.php?diff=327142864&oldid=326566765,2009-11-21T18:01:54Z,/* Athletics */,1444866,Trine University,38556,vandalism
38563,208.111.92.25,325700724,328473461,http://en.wikipedia.org/w/index.php?diff=328473461&oldid=325700724,2009-11-28T23:34:15Z,null,3911811,Assumption Place,38563,vandalism
38566,174.6.41.149,304744439,327954199,http://en.wikipedia.org/w/index.php?diff=327954199&oldid=304744439,2009-11-26T00:01:33Z,penmisiejiowhnfiowerhbvrg,12789564,Bassim Al-Karbalaei,38566,vandalism
38568,173.49.70.187,328154506,328425582,http://en.wikipedia.org/w/index.php?diff=328425582&oldid=328154506,2009-11-28T18:55:29Z,/* Cicada song */,54592,Cicada,38568,vandalism
38578,82.198.231.132,328203312,328203421,http://en.wikipedia.org/w/index.php?diff=328203421&oldid=328203312,2009-11-27T13:06:53Z,/* External links */,1700432,Reginald Scot,38578,vandalism
38606,24.0.95.132,327591236,327591313,http://en.wikipedia.org/w/index.php?diff=327591313&oldid=327591236,2009-11-24T02:37:35Z,null,24107089,Superficial (album),38606,vandalism
38626,213.40.115.102,328700417,328856756,http://en.wikipedia.org/w/index.php?diff=328856756&oldid=328700417,2009-11-30T19:20:44Z,/* Development */,24758766,For Your Entertainment (album),38626,vandalism
38629,70.20.51.173,325150919,326792364,http://en.wikipedia.org/w/index.php?diff=326792364&oldid=325150919,2009-11-19T20:22:25Z,/* Competitive croquet */,6643,Croquet,38629,vandalism
38650,64.72.93.232,326595858,326952467,http://en.wikipedia.org/w/index.php?diff=326952467&oldid=326595858,2009-11-20T16:48:20Z,/* Taxonomic status */,4032677,Florida panther,38650,vandalism
38660,74.14.225.195,329026750,329067877,http://en.wikipedia.org/w/index.php?diff=329067877&oldid=329026750,2009-12-01T17:29:26Z,null,957792,Cats & Dogs,38660,vandalism
38663,Just some other vandal account,325320580,326908127,http://en.wikipedia.org/w/index.php?diff=326908127&oldid=325320580,2009-11-20T10:54:08Z,null,72760,Square kilometre,38663,vandalism
38690,12.69.199.18,329262452,329262698,http://en.wikipedia.org/w/index.php?diff=329262698&oldid=329262452,2009-12-02T16:20:50Z,null,19716310,Indiana Botanic Gardens,38690,vandalism
38699,71.42.218.81,329053964,329178554,http://en.wikipedia.org/w/index.php?diff=329178554&oldid=329053964,2009-12-02T03:54:48Z,/* Early life */,11466,Francisco Franco,38699,vandalism
38712,86.143.187.241,314437848,327185412,http://en.wikipedia.org/w/index.php?diff=327185412&oldid=314437848,2009-11-21T22:36:14Z,Edited By CheeseyDukMan.,24271565,Mark Hilton (rugby league),38712,vandalism
38721,202.37.173.120,317334947,327349106,http://en.wikipedia.org/w/index.php?diff=327349106&oldid=317334947,2009-11-22T21:09:09Z,null,4508032,Ildefonso Puigdendolas,38721,vandalism
38725,173.80.214.163,324877492,328166817,http://en.wikipedia.org/w/index.php?diff=328166817&oldid=324877492,2009-11-27T06:33:26Z,/* History */,22481690,Sheldon Clark High School,38725,vandalism
38726,117.194.9.162,306654724,328849061,http://en.wikipedia.org/w/index.php?diff=328849061&oldid=306654724,2009-11-30T18:44:36Z,/* Mohun Bagan Club */,1968982,Ghotis,38726,vandalism
38734,162.40.215.11,327985845,327985937,http://en.wikipedia.org/w/index.php?diff=327985937&oldid=327985845,2009-11-26T04:09:11Z,"[[WP:AES|←]]Replaced content with Seriously, nobody takes Wikipedia seriously anyway, so why not let me have some fun?",109286,"Mayo, Florida",38734,vandalism
38738,204.82.153.179,326928462,326928607,http://en.wikipedia.org/w/index.php?diff=326928607&oldid=326928462,2009-11-20T14:09:38Z,/* Nineteenth and twentieth centuries */,10633,Fredericton,38738,vandalism
38762,HelpAccount,326501872,326825939,http://en.wikipedia.org/w/index.php?diff=326825939&oldid=326501872,2009-11-19T23:26:18Z,null,57059,NDjamena,38762,vandalism
38772,Karkas21,328914660,329012615,http://en.wikipedia.org/w/index.php?diff=329012615&oldid=328914660,2009-12-01T11:37:28Z,/* External links */,1740862,Cross of St. Peter,38772,vandalism
38781,82.71.18.230,326929817,326929958,http://en.wikipedia.org/w/index.php?diff=326929958&oldid=326929817,2009-11-20T14:20:32Z,/* References */,13125996,Hulme Hall Grammar School,38781,vandalism
38834,62.49.237.129,329035970,329036144,http://en.wikipedia.org/w/index.php?diff=329036144&oldid=329035970,2009-12-01T14:29:46Z,null,2391687,Das Island,38834,vandalism
38845,75.147.222.49,327105546,327105593,http://en.wikipedia.org/w/index.php?diff=327105593&oldid=327105546,2009-11-21T13:08:21Z,/* Modern reinterpretations */,232111,Candy cane,38845,vandalism
38854,86.133.41.206,327352590,328836810,http://en.wikipedia.org/w/index.php?diff=328836810&oldid=327352590,2009-11-30T17:42:21Z,null,223942,Rootkit,38854,vandalism
38855,189.120.180.1,320457213,329667170,http://en.wikipedia.org/w/index.php?diff=329667170&oldid=320457213,2009-12-04T14:27:41Z,/* Origin of the term */,685274,Youth crew,38855,vandalism
